0,1,2,3
Lap 70,"[[{'subject': [{'driver': 'MAG'}], 'action': 'approach', 'object': {'driver': ['PER']}}, {'subject': [{'other': 'gap'}], 'action': 'be', 'object': {'main': ['down to', '1.12'], 'driver': ['PER'], 'timing': ['currently']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | MAG [SEP] Action1 | approach [SEP] Object1 | driver | PER [SEP] Agent2 | other | gap [SEP] Action2 | be [SEP] Object2 | main | down to [SEP] Object2 | main | 1.12 [SEP] Object2 | driver | PER [SEP] Object2 | timing | currently,"Magnussen approaches Perez, but the gap is down to 1.12s currently."
Lap 71,"[[{'subject': [{'driver': 'VAN'}], 'action': 'make', 'object': {'main': ['pitstop', 'for supersoft tyres']}}, {'subject': [{'driver': 'VAN'}], 'action': 'climb up to', 'object': {'position': ['14']}}, {'subject': [{'driver': 'HAR'}], 'action': 'box', 'object': {'main': ['for ultrasoft tyres']}}, {'subject': [{'driver': 'HAR'}], 'action': 'drop to', 'object': {'position': ['15']}}], [{'subject': [{'driver': 'GRO'}], 'action': 'pass', 'object': {'driver': ['LEC']}}, {'subject': [{'driver': 'GRO'}], 'action': 'move up', 'object': {'position': ['16']}}, {'subject': [{'driver': 'GRO'}], 'action': 'overtake', 'object': {'driver': ['HAR']}}, {'subject': [{'driver': 'GRO'}], 'action': 'move up', 'object': {'position': ['15']}}, {'subject': [{'driver': 'SIR'}], 'action': 'overtake', 'object': {'driver': ['LEC']}}, {'subject': [{'driver': 'SIR'}], 'action': 'move up', 'object': {'position': ['17']}}, {'subject': [{'driver': 'SIR'}], 'action': 'overtake', 'object': {'driver': ['HAR']}}, {'subject': [{'driver': 'SIR'}], 'action': 'move up', 'object': {'position': ['16']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | VAN [SEP] Action1 | make [SEP] Object1 | main | pitstop [SEP] Object1 | main | for supersoft tyres [SEP] Agent2 | driver | VAN [SEP] Action2 | climb up to [SEP] Object2 | position | 14 [SEP] Agent3 | driver | HAR [SEP] Action3 | box [SEP] Object3 | main | for ultrasoft tyres [SEP] Agent4 | driver | HAR [SEP] Action4 | drop to [SEP] Object4 | position | 15,"Vandoorne makes a pitstop for supersoft tyres, climbing up to 14th. Hamilton boxes for ultrasoft tyres and drops to 15th."
Lap 71,"[[{'subject': [{'driver': 'LEC'}], 'action': 'retire from', 'object': {'main': ['race']}}, {'subject': [{'other': 'his sauber car'}], 'action': 'be stationary', 'object': {'timing': ['start of lap']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | LEC [SEP] Action1 | retire from [SEP] Object1 | main | race [SEP] Agent2 | other | his sauber car [SEP] Action2 | be stationary [SEP] Object2 | timing | start of lap,"Leclerc has retired from the race, his sauber car is stationary at the start of the lap."
Lap 72,"[[{'subject': [{'driver': 'STR'}], 'action': 'fly', 'object': {'driver': ['HAR'], 'main': ['past']}}, {'subject': [{'driver': 'STR'}], 'action': 'move up', 'object': {'position': ['17']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | STR [SEP] Action1 | fly [SEP] Object1 | driver | HAR [SEP] Object1 | main | past [SEP] Agent2 | driver | STR [SEP] Action2 | move up [SEP] Object2 | position | 17,Stroll flies past Hulkenberg to move up to 17th.
Lap 72,"[[{'subject': [{'driver': 'HAR'}], 'action': 'stop', 'object': {'main': ['race']}}, {'subject': [{'other': 'his toro_rosso car'}], 'action': 'be stationary', 'object': {'timing': ['end of lap']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | HAR [SEP] Action1 | stop [SEP] Object1 | main | race [SEP] Agent2 | other | his toro_rosso car [SEP] Action2 | be stationary [SEP] Object2 | timing | end of lap,"Harmon stops the race, his Toro Rosso car is stationary at the end of the lap."
Lap 74,"[[{'subject': [{'other': 'virtual safety car'}], 'action': 'end', 'object': {'timing': ['this lap']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | other | virtual safety car [SEP] Action1 | end [SEP] Object1 | timing | this lap,The virtual safety car has ended this lap.
Lap 75,"[[{'subject': [{'driver': 'SIR'}], 'action': 'get', 'object': {'main': ['blue flag'], 'timing': ['lap 75', '16:51:11']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | SIR [SEP] Action1 | get [SEP] Object1 | main | blue flag [SEP] Object1 | timing | lap 75 [SEP] Object1 | timing | 16:51:11,Sirotkin gets the blue flag on lap 75 with a time of 16:51:11.
Lap 75,"[[{'subject': [{'driver': 'ERI'}], 'action': 'close', 'object': {'main': ['gap to'], 'driver': ['SAI']}}, {'subject': [{'other': 'gap'}], 'action': 'be', 'object': {'main': ['only', '2.29'], 'driver': ['SAI'], 'timing': ['now']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | ERI [SEP] Action1 | close [SEP] Object1 | main | gap to [SEP] Object1 | driver | SAI [SEP] Agent2 | other | gap [SEP] Action2 | be [SEP] Object2 | main | only [SEP] Object2 | main | 2.29 [SEP] Object2 | driver | SAI [SEP] Object2 | timing | now,Erias closes the gap to Sainz to only 2.29s now.
Lap 77,"[[{'subject': [{'driver': 'LEC'}], 'action': 'approach', 'object': {'driver': ['STR']}}, {'subject': [{'other': 'gap'}], 'action': 'be', 'object': {'main': ['down to', '-6'], 'driver': ['STR'], 'timing': ['this lap']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | LEC [SEP] Action1 | approach [SEP] Object1 | driver | STR [SEP] Agent2 | other | gap [SEP] Action2 | be [SEP] Object2 | main | down to [SEP] Object2 | main | -6 [SEP] Object2 | driver | STR [SEP] Object2 | timing | this lap,Leclerc approaches Stroll and the gap is down to -6s this lap.
Lap 1,"[[{'subject': [{'driver': 'SIR'}], 'action': 'pass', 'object': {'driver': ['VAN']}}, {'subject': [{'driver': 'SIR'}], 'action': 'move up', 'object': {'position': ['15']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | SIR [SEP] Action1 | pass [SEP] Object1 | driver | VAN [SEP] Agent2 | driver | SIR [SEP] Action2 | move up [SEP] Object2 | position | 15,Sirotkin passes Vandoorne to move up to 15th.
Lap 4,"[[{'subject': [{'driver': 'VAN'}], 'action': 'fly', 'object': {'driver': ['SIR'], 'main': ['past']}}, {'subject': [{'driver': 'VAN'}], 'action': 'move up', 'object': {'position': ['15']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | VAN [SEP] Action1 | fly [SEP] Object1 | driver | SIR [SEP] Object1 | main | past [SEP] Agent2 | driver | VAN [SEP] Action2 | move up [SEP] Object2 | position | 15,Vandoorne flies past Sainz to move up to 15th.
Lap 5,"[[{'subject': [{'driver': 'MAG'}], 'action': 'fly', 'object': {'driver': ['GRO'], 'main': ['past']}}, {'subject': [{'driver': 'MAG'}], 'action': 'move up', 'object': {'position': ['9']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | MAG [SEP] Action1 | fly [SEP] Object1 | driver | GRO [SEP] Object1 | main | past [SEP] Agent2 | driver | MAG [SEP] Action2 | move up [SEP] Object2 | position | 9,Magnussen flies past Grosjean to move up to ninth.
Lap 5,"[[{'subject': [{'driver': 'GRO'}], 'action': 'catch', 'object': {'driver': ['SAI']}}, {'subject': [{'other': 'gap'}], 'action': 'be', 'object': {'main': ['down to', '0.37'], 'driver': ['SAI'], 'timing': ['this lap']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | GRO [SEP] Action1 | catch [SEP] Object1 | driver | SAI [SEP] Agent2 | other | gap [SEP] Action2 | be [SEP] Object2 | main | down to [SEP] Object2 | main | 0.37 [SEP] Object2 | driver | SAI [SEP] Object2 | timing | this lap,"Grosjean is catching Sainz, who is down to 0.37s this lap."
Lap 10,"[[{'subject': [{'driver': 'HAR'}], 'action': 'come', 'object': {'main': ['in pits', 'for ultrasoft tyres']}}, {'subject': [{'driver': 'HAR'}], 'action': 'drop to', 'object': {'position': ['20']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | HAR [SEP] Action1 | come [SEP] Object1 | main | in pits [SEP] Object1 | main | for ultrasoft tyres [SEP] Agent2 | driver | HAR [SEP] Action2 | drop to [SEP] Object2 | position | 20,Harlow comes in the pits for ultrasoft tyres and drops to 20th.
Lap 10,"[[{'subject': [{'driver': 'VAN'}], 'action': 'be', 'object': {'main': ['in DRS zone'], 'driver': ['of PER']}}, {'subject': [{'driver': 'PER'}], 'action': 'might lose', 'object': {'main': ['P14'], 'driver': ['to VAN']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | VAN [SEP] Action1 | be [SEP] Object1 | main | in DRS zone [SEP] Object1 | driver | of PER [SEP] Agent2 | driver | PER [SEP] Action2 | might lose [SEP] Object2 | main | P14 [SEP] Object2 | driver | to VAN,"Vandoorne is now in DRS zone ahead of Perez, who might lose P14 to Vanegas."
Lap 11,"[[{'subject': [{'driver': 'OCO'}], 'action': 'pit', 'object': {'main': ['from P12', 'to undercut'], 'driver': ['ALO']}}, {'subject': [{'driver': 'ALO'}], 'action': 'be', 'object': {'main': ['still out']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | OCO [SEP] Action1 | pit [SEP] Object1 | main | from P12 [SEP] Object1 | main | to undercut [SEP] Object1 | driver | ALO [SEP] Agent2 | driver | ALO [SEP] Action2 | be [SEP] Object2 | main | still out,"Ocon pits from P12 to undercut Leclerc, but Alonso is still out."
Lap 12,"[[{'subject': [{'driver': 'PER'}], 'action': 'enter', 'object': {'main': ['pits', 'for ultrasoft tyres']}}, {'subject': [{'driver': 'PER'}], 'action': 'drop to', 'object': {'position': ['18']}}, {'subject': [{'driver': 'SAI'}], 'action': 'come', 'object': {'main': ['in pits', 'for ultrasoft tyres']}}, {'subject': [{'driver': 'SAI'}], 'action': 'drop to', 'object': {'position': ['17']}}], [{'subject': [{'driver': 'OCO'}], 'action': 'fly', 'object': {'driver': ['PER'], 'main': ['past']}}, {'subject': [{'driver': 'OCO'}], 'action': 'move up', 'object': {'position': ['18']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | PER [SEP] Action1 | enter [SEP] Object1 | main | pits [SEP] Object1 | main | for ultrasoft tyres [SEP] Agent2 | driver | PER [SEP] Action2 | drop to [SEP] Object2 | position | 18 [SEP] Agent3 | driver | SAI [SEP] Action3 | come [SEP] Object3 | main | in pits [SEP] Object3 | main | for ultrasoft tyres [SEP] Agent4 | driver | SAI [SEP] Action4 | drop to [SEP] Object4 | position | 17,"Perez pits for ultrasoft tyres, dropping to 18th. Sainz comes in the pits for the ultrasofts and drops to 17th."
Lap 12,"[[{'subject': [{'driver': 'OCO'}], 'action': 'approach', 'object': {'driver': ['PER']}}, {'subject': [{'other': 'gap'}], 'action': 'be', 'object': {'main': ['down to', '2.71'], 'driver': ['PER'], 'timing': ['now']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | OCO [SEP] Action1 | approach [SEP] Object1 | driver | PER [SEP] Agent2 | other | gap [SEP] Action2 | be [SEP] Object2 | main | down to [SEP] Object2 | main | 2.71 [SEP] Object2 | driver | PER [SEP] Object2 | timing | now,Ocon approaches Perez and the gap is down to 2.71s now.
Lap 13,"[[{'subject': [{'driver': 'HUL'}], 'action': 'enter', 'object': {'main': ['pits', 'for ultrasoft tyres']}}, {'subject': [{'driver': 'HUL'}], 'action': 'drop to', 'object': {'position': ['15']}}], [{'subject': [{'driver': 'HUL'}], 'action': 'overtake', 'object': {'driver': ['GAS']}}, {'subject': [{'driver': 'HUL'}], 'action': 'move up', 'object': {'position': ['14']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | HUL [SEP] Action1 | enter [SEP] Object1 | main | pits [SEP] Object1 | main | for ultrasoft tyres [SEP] Agent2 | driver | HUL [SEP] Action2 | drop to [SEP] Object2 | position | 15,Hulkenberg pits for ultrasoft tyres and drops to 15th.
Lap 13,"[[{'subject': [{'driver': 'OCO'}], 'action': 'approach', 'object': {'driver': ['ERI']}}, {'subject': [{'other': 'gap'}], 'action': 'be', 'object': {'main': ['only', '0.59'], 'driver': ['ERI'], 'timing': ['currently']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | OCO [SEP] Action1 | approach [SEP] Object1 | driver | ERI [SEP] Agent2 | other | gap [SEP] Action2 | be [SEP] Object2 | main | only [SEP] Object2 | main | 0.59 [SEP] Object2 | driver | ERI [SEP] Object2 | timing | currently,"Ocon is approaching Erize, who is only 0.59s behind him currently."
Lap 14,"[[{'subject': [{'driver': 'HUL'}], 'action': 'approach', 'object': {'driver': ['SIR']}}, {'subject': [{'other': 'gap'}], 'action': 'be', 'object': {'main': ['only', '2.17'], 'driver': ['SIR'], 'timing': ['currently']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | HUL [SEP] Action1 | approach [SEP] Object1 | driver | SIR [SEP] Agent2 | other | gap [SEP] Action2 | be [SEP] Object2 | main | only [SEP] Object2 | main | 2.17 [SEP] Object2 | driver | SIR [SEP] Object2 | timing | currently,"Hulkenberg approaches Sirotkin, but the gap is only 2.17s currently."
Lap 15,"[[{'subject': [{'driver': 'HUL'}], 'action': 'catch', 'object': {'driver': ['SIR']}}, {'subject': [{'other': 'gap'}], 'action': 'decrease', 'object': {'main': ['to', '0.88'], 'driver': ['SIR'], 'timing': ['currently']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | HUL [SEP] Action1 | catch [SEP] Object1 | driver | SIR [SEP] Agent2 | other | gap [SEP] Action2 | decrease [SEP] Object2 | main | to [SEP] Object2 | main | 0.88 [SEP] Object2 | driver | SIR [SEP] Object2 | timing | currently,Hulkenberg has caught Sirotkin to decrease the gap to 0.88s currently.
Lap 16,"[[{'subject': [{'driver': 'GRO'}], 'action': 'stop', 'object': {'main': ['for ultrasoft tyres']}}, {'subject': [{'driver': 'GRO'}], 'action': 'drop to', 'object': {'position': ['11']}}, {'subject': [{'driver': 'VER'}], 'action': 'pit', 'object': {'main': ['for ultrasoft tyres']}}, {'subject': [{'driver': 'VER'}], 'action': 'drop to', 'object': {'position': ['5']}}, {'subject': [{'driver': ['RIC']}], 'action': 'pit', 'object': {}}], [{'subject': [{'driver': 'PER'}], 'action': 'pass', 'object': {'driver': ['ERI']}}, {'subject': [{'driver': 'PER'}], 'action': 'move up', 'object': {'position': ['18']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | GRO [SEP] Action1 | stop [SEP] Object1 | main | for ultrasoft tyres [SEP] Agent2 | driver | GRO [SEP] Action2 | drop to [SEP] Object2 | position | 11 [SEP] Agent3 | driver | VER [SEP] Action3 | pit [SEP] Object3 | main | for ultrasoft tyres [SEP] Agent4 | driver | VER [SEP] Action4 | drop to [SEP] Object4 | position | 5 [SEP] Agent5 | drivers | RIC [SEP] Action5 | pit,"Grosjean pits for ultrasoft tyres, dropping to 11th. Verstappen pits for the same tyres and drops to 5th. Ricciardo also pits."
Lap 17,"[[{'subject': [{'driver': 'HAM'}], 'action': 'pit', 'object': {'main': ['for soft tyres']}}, {'subject': [{'driver': 'HAM'}], 'action': 'stay in', 'object': {'position': ['4']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | HAM [SEP] Action1 | pit [SEP] Object1 | main | for soft tyres [SEP] Agent2 | driver | HAM [SEP] Action2 | stay in [SEP] Object2 | position | 4,Hamilton pits for soft tyres and stays in fourth.
Lap 17,"[[{'subject': [{'driver': 'RIC'}], 'action': 'catch', 'object': {'driver': ['MAG']}}, {'subject': [{'other': 'gap'}], 'action': 'be', 'object': {'main': ['down to', '1.3'], 'driver': ['MAG'], 'timing': ['this lap']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | RIC [SEP] Action1 | catch [SEP] Object1 | driver | MAG [SEP] Agent2 | other | gap [SEP] Action2 | be [SEP] Object2 | main | down to [SEP] Object2 | main | 1.3 [SEP] Object2 | driver | MAG [SEP] Object2 | timing | this lap,"Ricciardo is catching Magnussen, who is down to 1.3s this lap."
Lap 18,"[[{'subject': [{'driver': 'BOT'}], 'action': 'come', 'object': {'main': ['in pits', 'for soft tyres']}}, {'subject': [{'driver': 'BOT'}], 'action': 'drop to', 'object': {'position': ['3']}}], [{'subject': [{'driver': 'RIC'}], 'action': 'fly', 'object': {'driver': ['MAG'], 'main': ['past']}}, {'subject': [{'driver': 'RIC'}], 'action': 'move up', 'object': {'position': ['6']}}, {'subject': [{'driver': 'GRO'}], 'action': 'pass', 'object': {'driver': ['GAS']}}, {'subject': [{'driver': 'GRO'}], 'action': 'move up', 'object': {'position': ['16']}}, {'subject': [{'driver': 'RAI'}], 'action': 'overtake', 'object': {'driver': ['BOT']}}, {'subject': [{'driver': 'RAI'}], 'action': 'move up', 'object': {'position': ['2']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | BOT [SEP] Action1 | come [SEP] Object1 | main | in pits [SEP] Object1 | main | for soft tyres [SEP] Agent2 | driver | BOT [SEP] Action2 | drop to [SEP] Object2 | position | 3,Bottas comes in the pits for soft tyres and drops to 3rd.
Lap 19,"[[{'subject': [{'driver': 'VET'}], 'action': 'make', 'object': {'main': ['pitstop', 'for soft tyres']}}, {'subject': [{'driver': 'VET'}], 'action': 'drop to', 'object': {'position': ['2']}}], [{'subject': [{'driver': 'OCO'}], 'action': 'fly', 'object': {'driver': ['LEC'], 'main': ['past']}}, {'subject': [{'driver': 'OCO'}], 'action': 'move up', 'object': {'position': ['14']}}, {'subject': [{'driver': 'PER'}], 'action': 'pass', 'object': {'driver': ['GAS']}}, {'subject': [{'driver': 'PER'}], 'action': 'move up', 'object': {'position': ['17']}}, {'subject': [{'driver': 'RAI'}], 'action': 'fly', 'object': {'driver': ['VET'], 'main': ['past']}}, {'subject': [{'driver': 'RAI'}], 'action': 'move up', 'object': {'position': ['1']}}, {'subject': [{'driver': 'GRO'}], 'action': 'pass', 'object': {'driver': ['LEC']}}, {'subject': [{'driver': 'GRO'}], 'action': 'move up', 'object': {'position': ['15']}}, {'subject': [{'driver': 'BOT'}], 'action': 'pass', 'object': {'driver': ['VET']}}, {'subject': [{'driver': 'BOT'}], 'action': 'move up', 'object': {'position': ['2']}}, {'subject': [{'driver': 'SAI'}], 'action': 'fly', 'object': {'driver': ['SIR'], 'main': ['past']}}, {'subject': [{'driver': 'SAI'}], 'action': 'move up', 'object': {'position': ['12']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | VET [SEP] Action1 | make [SEP] Object1 | main | pitstop [SEP] Object1 | main | for soft tyres [SEP] Agent2 | driver | VET [SEP] Action2 | drop to [SEP] Object2 | position | 2,Vettel makes a pitstop for soft tyres and drops to No. 2.
Lap 19,"[[{'subject': [{'driver': 'VER'}], 'action': 'set', 'object': {'main': ['new fastest lap'], 'lap_time': ['97.755']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | VER [SEP] Action1 | set [SEP] Object1 | main | new fastest lap [SEP] Object1 | lap_time | 97.755,Verstappen sets a new fastest lap of 97.755s.
Lap 20,"[[{'subject': [{'driver': 'GAS'}], 'action': 'stop', 'object': {'main': ['for medium tyres']}}, {'subject': [{'driver': 'GAS'}], 'action': 'drop to', 'object': {'position': ['20']}}], [{'subject': [{'driver': 'HUL'}], 'action': 'overtake', 'object': {'driver': ['VAN']}}, {'subject': [{'driver': 'HUL'}], 'action': 'move up', 'object': {'position': ['10']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | GAS [SEP] Action1 | stop [SEP] Object1 | main | for medium tyres [SEP] Agent2 | driver | GAS [SEP] Action2 | drop to [SEP] Object2 | position | 20,Gasly stops for medium tyres and drops to 20th.
Lap 21,"[[{'subject': [{'driver': 'LEC'}], 'action': 'make', 'object': {'main': ['pitstop', 'for soft tyres']}}, {'subject': [{'driver': 'LEC'}], 'action': 'drop to', 'object': {'position': ['18']}}], [{'subject': [{'driver': 'HUL'}], 'action': 'pass', 'object': {'driver': ['STR']}}, {'subject': [{'driver': 'HUL'}], 'action': 'move up', 'object': {'position': ['9']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | LEC [SEP] Action1 | make [SEP] Object1 | main | pitstop [SEP] Object1 | main | for soft tyres [SEP] Agent2 | driver | LEC [SEP] Action2 | drop to [SEP] Object2 | position | 18,Leclerc makes a pitstop for soft tyres and drops to 18th.
Lap 21,"[[{'subject': [{'driver': 'SAI'}], 'action': 'catch', 'object': {'driver': ['VAN']}}, {'subject': [{'other': 'gap'}], 'action': 'decrease', 'object': {'main': ['to', '2.57'], 'driver': ['VAN'], 'timing': ['end of lap']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | SAI [SEP] Action1 | catch [SEP] Object1 | driver | VAN [SEP] Agent2 | other | gap [SEP] Action2 | decrease [SEP] Object2 | main | to [SEP] Object2 | main | 2.57 [SEP] Object2 | driver | VAN [SEP] Object2 | timing | end of lap,Sainz has caught Vettel and the gap has decreased to 2.57s at the end of the lap.
Lap 22,"[[{'subject': [{'driver': 'VAN'}], 'action': 'pit', 'object': {'main': ['for soft tyres']}}, {'subject': [{'driver': 'VAN'}], 'action': 'drop to', 'object': {'position': ['17']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | VAN [SEP] Action1 | pit [SEP] Object1 | main | for soft tyres [SEP] Agent2 | driver | VAN [SEP] Action2 | drop to [SEP] Object2 | position | 17,Vandoorne pits for soft tyres and drops to 17th.
Lap 23,"[[{'subject': [{'driver': 'STR'}], 'action': 'make', 'object': {'main': ['pitstop', 'for soft tyres']}}, {'subject': [{'driver': 'STR'}], 'action': 'drop to', 'object': {'position': ['15']}}, {'subject': [{'driver': 'MAG'}], 'action': 'enter', 'object': {'main': ['pits', 'for soft tyres']}}, {'subject': [{'driver': 'MAG'}], 'action': 'stay in', 'object': {'position': ['7']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | STR [SEP] Action1 | make [SEP] Object1 | main | pitstop [SEP] Object1 | main | for soft tyres [SEP] Agent2 | driver | STR [SEP] Action2 | drop to [SEP] Object2 | position | 15 [SEP] Agent3 | driver | MAG [SEP] Action3 | enter [SEP] Object3 | main | pits [SEP] Object3 | main | for soft tyres [SEP] Agent4 | driver | MAG [SEP] Action4 | stay in [SEP] Object4 | position | 7,"Stroll makes a pitstop for soft tyres, dropping to 15th. Magnussen enters the pits for the soft tyres and stays in seventh."
Lap 23,"[[{'subject': [{'driver': 'BOT'}], 'action': 'catch', 'object': {'driver': ['RAI']}}, {'subject': [{'other': 'gap'}], 'action': 'be', 'object': {'main': ['down to', '2.56'], 'driver': ['RAI'], 'timing': ['now']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | BOT [SEP] Action1 | catch [SEP] Object1 | driver | RAI [SEP] Agent2 | other | gap [SEP] Action2 | be [SEP] Object2 | main | down to [SEP] Object2 | main | 2.56 [SEP] Object2 | driver | RAI [SEP] Object2 | timing | now,"Bottas is catching Raikkonen now, with the gap down to 2.56s."
Lap 24,"[[{'subject': [{'driver': 'OCO'}], 'action': 'overtake', 'object': {'driver': ['SIR']}}, {'subject': [{'driver': 'OCO'}], 'action': 'move up', 'object': {'position': ['11']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | OCO [SEP] Action1 | overtake [SEP] Object1 | driver | SIR [SEP] Agent2 | driver | OCO [SEP] Action2 | move up [SEP] Object2 | position | 11,Ocon overtakes Sirotkin to move up to 11th.
Lap 24,"[[{'subject': [{'driver': 'SIR'}], 'action': 'approach', 'object': {'driver': ['MAG']}}, {'subject': [{'other': 'gap'}], 'action': 'be', 'object': {'main': ['only', '0.27'], 'driver': ['MAG'], 'timing': ['currently']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | SIR [SEP] Action1 | approach [SEP] Object1 | driver | MAG [SEP] Agent2 | other | gap [SEP] Action2 | be [SEP] Object2 | main | only [SEP] Object2 | main | 0.27 [SEP] Object2 | driver | MAG [SEP] Object2 | timing | currently,"Sirotkin is approaching Magnussen, who is only 0.27s behind him currently."
Lap 25,"[[{'subject': [{'driver': 'VAN'}], 'action': 'overtake', 'object': {'driver': ['ERI']}}, {'subject': [{'driver': 'VAN'}], 'action': 'move up', 'object': {'position': ['15']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | VAN [SEP] Action1 | overtake [SEP] Object1 | driver | ERI [SEP] Agent2 | driver | VAN [SEP] Action2 | move up [SEP] Object2 | position | 15,Vandoorne overtakes Erijes to move up to 15th.
Lap 26,"[[{'subject': [{'driver': 'RAI'}], 'action': 'pit', 'object': {'main': ['for soft tyres']}}, {'subject': [{'driver': 'RAI'}], 'action': 'drop to', 'object': {'position': ['6']}}], [{'subject': [{'driver': 'STR'}], 'action': 'pass', 'object': {'driver': ['ERI']}}, {'subject': [{'driver': 'STR'}], 'action': 'move up', 'object': {'position': ['16']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | RAI [SEP] Action1 | pit [SEP] Object1 | main | for soft tyres [SEP] Agent2 | driver | RAI [SEP] Action2 | drop to [SEP] Object2 | position | 6,Raikkonen pits for soft tyres and drops to 6th.
Lap 27,"[[{'subject': [{'driver': 'SIR'}], 'action': 'make', 'object': {'main': ['pitstop', 'for soft tyres']}}, {'subject': [{'driver': 'SIR'}], 'action': 'stay in', 'object': {'position': ['14']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | SIR [SEP] Action1 | make [SEP] Object1 | main | pitstop [SEP] Object1 | main | for soft tyres [SEP] Agent2 | driver | SIR [SEP] Action2 | stay in [SEP] Object2 | position | 14,Sirotkin makes a pitstop for soft tyres and stays in 14th.
Lap 28,"[[{'subject': [{'driver': 'ALO'}], 'action': 'stop', 'object': {'main': ['for soft tyres']}}, {'subject': [{'driver': 'ALO'}], 'action': 'drop to', 'object': {'position': ['13']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | ALO [SEP] Action1 | stop [SEP] Object1 | main | for soft tyres [SEP] Agent2 | driver | ALO [SEP] Action2 | drop to [SEP] Object2 | position | 13,Alonso pits for soft tyres and drops to 13th.
Lap 28,"[[{'subject': [{'driver': 'GAS'}, {'driver': 'HAR'}], 'action': 'battle', 'object': {'main': ['for P17']}}, {'subject': [{'other': 'gap'}], 'action': 'be', 'object': {'main': ['down to'], 'gap': ['0.5s']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | GAS [SEP] Action1 | battle [SEP] Object1 | main | for P17 [SEP] Agent2 | other | gap [SEP] Action2 | be [SEP] Object2 | main | down to [SEP] Object2 | gap | 0.5s,"Gasly battles for P17, with the gap down to 0.5s."
Lap 29,"[[{'subject': [{'driver': 'ERI'}], 'action': 'make', 'object': {'main': ['pitstop', 'for soft tyres']}}, {'subject': [{'driver': 'ERI'}], 'action': 'drop to', 'object': {'position': ['20']}}], [{'subject': [{'driver': 'LEC'}], 'action': 'pass', 'object': {'driver': ['HAR']}}, {'subject': [{'driver': 'LEC'}], 'action': 'move up', 'object': {'position': ['18']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | ERI [SEP] Action1 | make [SEP] Object1 | main | pitstop [SEP] Object1 | main | for soft tyres [SEP] Agent2 | driver | ERI [SEP] Action2 | drop to [SEP] Object2 | position | 20,Erize makes a pitstop for soft tyres and drops to 20th.
